,item_type,supplier,time_interval,units_to_order,expected_units_recieved
0,1,1,1,11,3
1,1,1,2,11,1
2,1,1,3,11,1
3,1,1,4,11,1
4,1,1,5,11,4
5,1,1,6,11,1
6,1,1,7,11,1
7,1,1,8,11,1
8,1,1,9,0,1
9,1,1,10,0,0
10,1,2,1,9,0
11,1,2,2,9,2
12,1,2,3,0,1
13,1,2,4,0,5
14,1,2,5,0,4
15,1,2,6,9,3
16,1,2,7,0,2
17,1,2,8,0,2
18,1,2,9,0,3
19,1,2,10,0,2
20,1,3,1,11,0
21,1,3,2,21,0
22,1,3,3,6,2
23,1,3,4,0,8
24,1,3,5,0,9
25,1,3,6,0,5
26,1,3,7,6,4
27,1,3,8,0,3
28,1,3,9,0,2
29,1,3,10,0,2
