unique_id,time_interval,units_fulfilled,incoming_demand,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,1.0,9000.0,9000.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,3000.0,10000.0,0.0,3000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,16500.0,11000.0,0.0,0.0,9500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,14500.0,13000.0,0.0,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.0,14000.00000000001,14000.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.0,15000.00000000004,15000.0,0.0,0.0,0.0,0.0,9.094947017729282e-12,14999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.0,13000.000000000036,13000.0,0.0,0.0,0.0,0.0,0.0,4.9112713895738125e-11,12999.99999999995,0.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,8.549250196665525e-11,11999.999999999915,0.0,0.0,0.0,0.0,0.0
0.0,9.0,11500.0,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.549250196665525e-11,11499.999999999915,0.0,0.0,0.0,0.0
0.0,10.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.549250196665525e-11,9999.999999999915,0.0,0.0,0.0
0.0,11.0,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.549250196665525e-11,7999.9999999999145,0.0,0.0
0.0,12.0,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.549250196665525e-11,7999.9999999999145,0.0
1.0,1.0,6000.0,17600.0,6000.0,11600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,29200.0,17600.0,0.0,17600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,0.0,16000.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4.0,23166.6666666667,16000.0,0.0,0.0,0.0,7166.666666666701,8833.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,23233.33333333333,14400.0,0.0,0.0,0.0,0.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,14400.0,14400.0,0.0,0.0,0.0,0.0,2.9103830456733704e-11,14399.99999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,7.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,2.9103830456733704e-11,14399.99999999997,0.0,0.0,0.0,0.0,0.0,0.0
1.0,8.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9103830456733704e-11,14399.99999999997,0.0,0.0,0.0,0.0,0.0
1.0,9.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9103830456733704e-11,14399.99999999997,0.0,0.0,0.0,0.0
1.0,10.0,16000.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9103830456733704e-11,15999.99999999997,0.0,0.0,0.0
1.0,11.0,17600.0,17600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9103830456733704e-11,17599.99999999997,0.0,0.0
1.0,12.0,17600.0,17600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9103830456733704e-11,17599.99999999997,0.0
2.0,1.0,0.0,18000.0,0.0,10800.0,7200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,10800.0,17100.0,0.0,0.0,17100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,40000.0,16200.0,0.0,0.0,15700.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4.0,14900.0,14400.0,0.0,0.0,0.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,5.0,10800.0,10800.0,0.0,0.0,0.0,0.0,10800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,6.0,10799.999999999996,10800.0,0.0,0.0,0.0,0.0,0.0,10799.999999999996,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0,0.0
2.0,7.0,10799.999999999995,10800.0,0.0,0.0,0.0,0.0,0.0,0.0,10799.99999999999,9.094947017729282e-12,0.0,0.0,0.0,0.0,0.0
2.0,8.0,10799.999999999996,10800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10799.999999999987,1.2732925824820995e-11,0.0,0.0,0.0,0.0
2.0,9.0,12600.0,12600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12599.999999999987,1.2732925824820995e-11,0.0,0.0,0.0
2.0,10.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14399.999999999987,1.2732925824820995e-11,0.0,0.0
2.0,11.0,16200.0,16200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16199.999999999987,1.2732925824820995e-11,0.0
2.0,12.0,17600.0000000001,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17600.000000000087,399.9999999999127
