unique_id,time_interval,units_fulfilled,incoming_demand,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,1.0,7500.0,7500.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,4499.99999999993,8000.0,0.0,4499.99999999993,3500.00000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,12500.00000000004,9000.0,0.0,0.0,8999.99999999997,2.9103830456733704e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,10000.00000000006,10000.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.0,10999.999999999989,11000.0,0.0,0.0,0.0,3.092281986027956e-11,10999.999999999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.0,15000.0,15000.0,0.0,0.0,0.0,0.0,2.000888343900442e-11,14999.99999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.0,16000.00000000005,16000.0,0.0,0.0,0.0,0.0,0.0,2.000888343900442e-11,15999.99999999998,0.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,11999.999999999969,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.912159733474255e-11,11999.99999999993,0.0,0.0,0.0,0.0,0.0
0.0,9.0,11000.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8198777474462986e-11,10999.999999999962,0.0,0.0,0.0,0.0
0.0,10.0,9000.000000000005,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8198777474462986e-11,8999.999999999962,0.0,0.0,0.0
0.0,11.0,7999.999999999993,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3655745685100555e-11,7999.999999999956,0.0,0.0
0.0,12.0,-1.4627658929921848e-11,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.637978807091713e-11,-1.4627658929921848e-11,7999.999999999978
1.0,1.0,5999.99999999998,17600.0,5999.99999999998,11600.00000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,20000.0,17600.0,0.0,8399.99999999998,9200.00000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,16199.999999999949,16000.0,0.0,0.0,6999.999999999929,9000.000000000071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4.0,25000.0,16000.0,0.0,0.0,0.0,15999.999999999929,7.09405867382884e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,14400.0,14400.0,0.0,0.0,0.0,0.0,14399.999999999929,7.09405867382884e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,14399.999999999929,7.09405867382884e-11,0.0,0.0,0.0,0.0,0.0,0.0
1.0,7.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,14399.999999999929,7.09405867382884e-11,0.0,0.0,0.0,0.0,0.0
1.0,8.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14399.999999999929,7.09405867382884e-11,0.0,0.0,0.0,0.0
1.0,9.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14399.999999999929,0.0,0.0,0.0,7.09405867382884e-11
1.0,10.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0
1.0,11.0,0.0,17600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17600.0
